dataset,chr,bin_bdr,mean,bin_bdr_kb
mikk,7,6900,0.177521607935654,6.9
mikk,7,7000,0.176132179932418,7
mikk,7,7100,0.173958855104538,7.1
mikk,7,7200,0.175057900504355,7.2
mikk,7,7300,0.173918760941258,7.3
mikk,7,7400,0.170122567675361,7.4
mikk,7,7500,0.170092635850937,7.5
mikk,7,7600,0.1694038534998,7.6
mikk,7,7700,0.170608357846992,7.7
mikk,7,7800,0.165497384870702,7.8
mikk,7,7900,0.166580242978664,7.9
mikk,7,8000,0.165924231230095,8
mikk,7,8100,0.161972461974335,8.1
mikk,7,8200,0.16447533426398,8.2
mikk,7,8300,0.161256459199111,8.3
mikk,7,8400,0.159965221276834,8.4
mikk,7,8500,0.155786004507853,8.5
mikk,7,8600,0.154398119265758,8.6
mikk,7,8700,0.153513349056224,8.7
mikk,7,8800,0.152890374414434,8.8
mikk,7,8900,0.149131670716538,8.9
mikk,7,9000,0.147020057604267,9
mikk,7,9100,0.144034942143403,9.1
mikk,7,9200,0.145496495247945,9.2
mikk,7,9300,0.147557835803072,9.3
mikk,7,9400,0.145225797097935,9.4
mikk,7,9500,0.148691766366269,9.5
mikk,7,9600,0.143474240364969,9.6
mikk,7,9700,0.145969551770663,9.7
mikk,7,9800,0.145134645368983,9.8
mikk,7,9900,0.142132980333451,9.9
mikk,8,0,0.511197224238197,0
mikk,8,100,0.390215834400772,0.1
mikk,8,200,0.371362111212266,0.2
mikk,8,300,0.357850542146778,0.3
mikk,8,400,0.347072171161976,0.4
mikk,8,500,0.342050804316407,0.5
mikk,8,600,0.333521347647008,0.6
mikk,8,700,0.328734474959603,0.7
mikk,8,800,0.317799232575382,0.8
mikk,8,900,0.30786954987132,0.9
mikk,8,1000,0.302297885238524,1
mikk,8,1100,0.29481373359495,1.1
mikk,8,1200,0.290540736631991,1.2
mikk,8,1300,0.284477087291763,1.3
mikk,8,1400,0.277477430357059,1.4
mikk,8,1500,0.270580547327264,1.5
mikk,8,1600,0.263808714702522,1.6
mikk,8,1700,0.261488041044994,1.7
mikk,8,1800,0.255696582145054,1.8
mikk,8,1900,0.254084134751955,1.9
mikk,8,2000,0.250445277086659,2
mikk,8,2100,0.248800125360844,2.1
mikk,8,2200,0.240129295071949,2.2
mikk,8,2300,0.236468867228366,2.3
mikk,8,2400,0.233774518173084,2.4
mikk,8,2500,0.22790239289258,2.5
mikk,8,2600,0.223113451984588,2.6
mikk,8,2700,0.224129066478336,2.7
mikk,8,2800,0.217593951321262,2.8
mikk,8,2900,0.214250071300008,2.9
mikk,8,3000,0.211952613695356,3
mikk,8,3100,0.210636897960307,3.1
mikk,8,3200,0.20537223174095,3.2
mikk,8,3300,0.200856492368175,3.3
mikk,8,3400,0.202692523124334,3.4
mikk,8,3500,0.199241066262125,3.5
mikk,8,3600,0.196250145194437,3.6
mikk,8,3700,0.194233975568229,3.7
mikk,8,3800,0.188503665209512,3.8
mikk,8,3900,0.189443451414936,3.9
mikk,8,4000,0.187179121143388,4
mikk,8,4100,0.183262750674108,4.1
mikk,8,4200,0.182578374735454,4.2
mikk,8,4300,0.182377402209442,4.3
mikk,8,4400,0.180539823539812,4.4
mikk,8,4500,0.178753098883807,4.5
mikk,8,4600,0.180985637122346,4.6
mikk,8,4700,0.17265108110328,4.7
mikk,8,4800,0.168634901833333,4.8
mikk,8,4900,0.168886128257088,4.9
mikk,8,5000,0.163028897757662,5
mikk,8,5100,0.161207182633265,5.1
mikk,8,5200,0.163199778710051,5.2
mikk,8,5300,0.159356323726393,5.3
mikk,8,5400,0.160888298618968,5.4
mikk,8,5500,0.159363612802853,5.5
mikk,8,5600,0.157030913172787,5.6
mikk,8,5700,0.158455102078424,5.7
mikk,8,5800,0.159123967419158,5.8
mikk,8,5900,0.157349276397308,5.9
mikk,8,6000,0.15385465031963,6
mikk,8,6100,0.149697036116578,6.1
mikk,8,6200,0.148039071175395,6.2
mikk,8,6300,0.147127558948579,6.3
mikk,8,6400,0.146952684958407,6.4
mikk,8,6500,0.147482175772966,6.5
mikk,8,6600,0.142821690727414,6.6
mikk,8,6700,0.143267564041137,6.7
mikk,8,6800,0.137819634052429,6.8
mikk,8,6900,0.141146658658653,6.9
mikk,8,7000,0.1368135636418,7
mikk,8,7100,0.136282673265853,7.1
mikk,8,7200,0.135545048012809,7.2
mikk,8,7300,0.135903219617166,7.3
mikk,8,7400,0.135051035265194,7.4
mikk,8,7500,0.134655492341087,7.5
mikk,8,7600,0.133089696280699,7.6
mikk,8,7700,0.133126584830312,7.7
mikk,8,7800,0.13173151565564,7.8
mikk,8,7900,0.13019846199574,7.9
mikk,8,8000,0.128299733360551,8
mikk,8,8100,0.130278191577343,8.1
mikk,8,8200,0.130872508800903,8.2
mikk,8,8300,0.129534947619543,8.3
mikk,8,8400,0.127641347645462,8.4
mikk,8,8500,0.129899133789739,8.5
mikk,8,8600,0.127722198728934,8.6
mikk,8,8700,0.12266244504306,8.7
mikk,8,8800,0.12151830235928,8.8
mikk,8,8900,0.120427624094856,8.9
mikk,8,9000,0.118810230714706,9
mikk,8,9100,0.118118883217983,9.1
mikk,8,9200,0.118136736928585,9.2
mikk,8,9300,0.115303489752516,9.3
mikk,8,9400,0.114127503530376,9.4
mikk,8,9500,0.114340211278458,9.5
mikk,8,9600,0.115612518278439,9.6
mikk,8,9700,0.114518567421874,9.7
mikk,8,9800,0.113791088531534,9.8
mikk,8,9900,0.113753882954198,9.9
mikk,9,0,0.482594042602318,0
mikk,9,100,0.356990501101024,0.1
mikk,9,200,0.340446354596426,0.2
mikk,9,300,0.326527418835639,0.3
mikk,9,400,0.32298447630225,0.4
mikk,9,500,0.315970748942706,0.5
mikk,9,600,0.313926722466889,0.6
mikk,9,700,0.308258629925746,0.7
mikk,9,800,0.30116322313782,0.8
mikk,9,900,0.293850555924766,0.9
mikk,9,1000,0.28927995275891,1
mikk,9,1100,0.281959050543101,1.1
mikk,9,1200,0.276611654250026,1.2
mikk,9,1300,0.272635595207863,1.3
mikk,9,1400,0.26717119579989,1.4
mikk,9,1500,0.267058439955854,1.5
mikk,9,1600,0.260404356761998,1.6
mikk,9,1700,0.252670773115957,1.7
mikk,9,1800,0.249891918840309,1.8
mikk,9,1900,0.248004691089333,1.9
mikk,9,2000,0.243822106634103,2
mikk,9,2100,0.239628614575422,2.1
mikk,9,2200,0.234137496041758,2.2
mikk,9,2300,0.232054640165985,2.3
mikk,9,2400,0.227356756139955,2.4
mikk,9,2500,0.222961580082032,2.5
mikk,9,2600,0.222800257050396,2.6
mikk,9,2700,0.221570491778659,2.7
mikk,9,2800,0.218247640343144,2.8
mikk,9,2900,0.219510735867604,2.9
mikk,9,3000,0.215331156918345,3
mikk,9,3100,0.20776566189816,3.1
mikk,9,3200,0.208080191464279,3.2
mikk,9,3300,0.203872091726579,3.3
mikk,9,3400,0.20531831769582,3.4
mikk,9,3500,0.202684689090182,3.5
mikk,9,3600,0.199753679024256,3.6
mikk,9,3700,0.196337405955159,3.7
mikk,9,3800,0.194324350864844,3.8
mikk,9,3900,0.190994720080931,3.9
mikk,9,4000,0.189151709164723,4
mikk,9,4100,0.185445428130863,4.1
mikk,9,4200,0.183502592519414,4.2
mikk,9,4300,0.180139093755558,4.3
mikk,9,4400,0.18318896484861,4.4
mikk,9,4500,0.178105951196846,4.5
mikk,9,4600,0.174213695537668,4.6
mikk,9,4700,0.17401849297741,4.7
mikk,9,4800,0.168405852278089,4.8
mikk,9,4900,0.171888396442354,4.9
mikk,9,5000,0.169571807857916,5
mikk,9,5100,0.168490028273717,5.1
mikk,9,5200,0.166913117281767,5.2
mikk,9,5300,0.164333445751523,5.3
mikk,9,5400,0.165207853909273,5.4
mikk,9,5500,0.1652393100674,5.5
mikk,9,5600,0.164680156752387,5.6
mikk,9,5700,0.162079257607831,5.7
mikk,9,5800,0.159199029598392,5.8
mikk,9,5900,0.16200107314803,5.9
mikk,9,6000,0.163493555491054,6
mikk,9,6100,0.160456423069714,6.1
mikk,9,6200,0.158711198260651,6.2
mikk,9,6300,0.156243254001679,6.3
mikk,9,6400,0.15046694301889,6.4
mikk,9,6500,0.146116571851657,6.5
mikk,9,6600,0.147995926513407,6.6
mikk,9,6700,0.147951711304032,6.7
mikk,9,6800,0.146924023631356,6.8
mikk,9,6900,0.149966385830788,6.9
mikk,9,7000,0.147008101622972,7
mikk,9,7100,0.144868245909673,7.1
mikk,9,7200,0.146632395804271,7.2
mikk,9,7300,0.145203650049958,7.3
mikk,9,7400,0.143956419048422,7.4
mikk,9,7500,0.140368559507111,7.5
mikk,9,7600,0.141310535229268,7.6
mikk,9,7700,0.139027010816102,7.7
mikk,9,7800,0.13829114303754,7.8
mikk,9,7900,0.137530660402784,7.9
mikk,9,8000,0.135003593303785,8
mikk,9,8100,0.133612974139026,8.1
mikk,9,8200,0.132811717728858,8.2
mikk,9,8300,0.129986567079194,8.3
mikk,9,8400,0.130593912574718,8.4
mikk,9,8500,0.133165870284591,8.5
mikk,9,8600,0.130723906306829,8.6
mikk,9,8700,0.130259009060287,8.7
mikk,9,8800,0.129223256603634,8.8
mikk,9,8900,0.130828268229167,8.9
mikk,9,9000,0.127905989673463,9
mikk,9,9100,0.127087831482979,9.1
mikk,9,9200,0.127240653680699,9.2
mikk,9,9300,0.128706716527664,9.3
mikk,9,9400,0.123434024036354,9.4
mikk,9,9500,0.123311761749595,9.5
mikk,9,9600,0.123560212178705,9.6
mikk,9,9700,0.123306450040489,9.7
mikk,9,9800,0.12340477299336,9.8
mikk,9,9900,0.121262592480441,9.9
mikk,10,0,0.476845298621527,0
mikk,10,100,0.363542702934883,0.1
mikk,10,200,0.33939882136255,0.2
mikk,10,300,0.331609988534962,0.3
mikk,10,400,0.326415118686216,0.4
mikk,10,500,0.319069484849443,0.5
mikk,10,600,0.31500866806762,0.6
mikk,10,700,0.308473737707824,0.7
mikk,10,800,0.303863621764955,0.8
mikk,10,900,0.296759367910611,0.9
mikk,10,1000,0.294775922522934,1
mikk,10,1100,0.285684394974941,1.1
mikk,10,1200,0.279546337757325,1.2
mikk,10,1300,0.275755065595781,1.3
mikk,10,1400,0.268838344671076,1.4
mikk,10,1500,0.264679876236357,1.5
mikk,10,1600,0.260558089241135,1.6
mikk,10,1700,0.257164063033196,1.7
mikk,10,1800,0.253280242743638,1.8
mikk,10,1900,0.253112142950493,1.9
mikk,10,2000,0.246737993338607,2
mikk,10,2100,0.244904512318442,2.1
mikk,10,2200,0.242960631831584,2.2
mikk,10,2300,0.239975070693093,2.3
mikk,10,2400,0.235797715816573,2.4
mikk,10,2500,0.232457539436478,2.5
mikk,10,2600,0.229741639681404,2.6
mikk,10,2700,0.2267570164232,2.7
mikk,10,2800,0.22424224885029,2.8
mikk,10,2900,0.221442521232796,2.9
mikk,10,3000,0.2165392355967,3
mikk,10,3100,0.217365290024111,3.1
mikk,10,3200,0.214907766223625,3.2
mikk,10,3300,0.21049590459869,3.3
mikk,10,3400,0.208604747651604,3.4
mikk,10,3500,0.203159948601147,3.5
mikk,10,3600,0.203254467588284,3.6
mikk,10,3700,0.197813391450366,3.7
mikk,10,3800,0.198062602917758,3.8
mikk,10,3900,0.195639978856469,3.9
mikk,10,4000,0.194984002105387,4
mikk,10,4100,0.188086463775727,4.1
mikk,10,4200,0.18646407039388,4.2
mikk,10,4300,0.189060993781111,4.3
mikk,10,4400,0.186296520247411,4.4
mikk,10,4500,0.181328106348616,4.5
mikk,10,4600,0.181877100027797,4.6
mikk,10,4700,0.181779905252246,4.7
mikk,10,4800,0.181230851298854,4.8
mikk,10,4900,0.176335291560801,4.9
mikk,10,5000,0.174869725606781,5
mikk,10,5100,0.172934205476247,5.1
mikk,10,5200,0.171098940709352,5.2
mikk,10,5300,0.168949377220268,5.3
mikk,10,5400,0.166107514660275,5.4
mikk,10,5500,0.168138695321302,5.5
mikk,10,5600,0.167674850372835,5.6
mikk,10,5700,0.16741824614338,5.7
mikk,10,5800,0.164106441932633,5.8
mikk,10,5900,0.163106756400595,5.9
mikk,10,6000,0.16370320096802,6
mikk,10,6100,0.162358471265297,6.1
mikk,10,6200,0.163813859595516,6.2
mikk,10,6300,0.16011109190149,6.3
mikk,10,6400,0.159599791558949,6.4
mikk,10,6500,0.157639172726561,6.5
mikk,10,6600,0.154619792315324,6.6
mikk,10,6700,0.152476025165697,6.7
mikk,10,6800,0.152092931110858,6.8
mikk,10,6900,0.150251137259345,6.9
mikk,10,7000,0.147425202829129,7
mikk,10,7100,0.146494899143149,7.1
mikk,10,7200,0.146880765215717,7.2
mikk,10,7300,0.147950629112255,7.3
mikk,10,7400,0.147038196784669,7.4
mikk,10,7500,0.148429864518397,7.5
mikk,10,7600,0.146983058539576,7.6
mikk,10,7700,0.144237343834487,7.7
mikk,10,7800,0.143101747154438,7.8
mikk,10,7900,0.139668815968606,7.9
mikk,10,8000,0.140027059637696,8
mikk,10,8100,0.137320629058407,8.1
mikk,10,8200,0.137157424658172,8.2
mikk,10,8300,0.13706541935393,8.3
mikk,10,8400,0.137467667030678,8.4
mikk,10,8500,0.135551794469087,8.5
mikk,10,8600,0.134452777862056,8.6
mikk,10,8700,0.132201453761161,8.7
mikk,10,8800,0.133354910743058,8.8
mikk,10,8900,0.132059972649338,8.9
mikk,10,9000,0.132548582242774,9
mikk,10,9100,0.131168384946211,9.1
mikk,10,9200,0.130520137006232,9.2
mikk,10,9300,0.128463371685168,9.3
mikk,10,9400,0.129891637819959,9.4
mikk,10,9500,0.128754127972818,9.5
mikk,10,9600,0.127324312134753,9.6
mikk,10,9700,0.125454145977944,9.7
mikk,10,9800,0.125008574656966,9.8
mikk,10,9900,0.123045427208979,9.9
mikk,11,0,0.435883267244221,0
mikk,11,100,0.313876930054869,0.1
mikk,11,200,0.294631251226279,0.2
mikk,11,300,0.287217158771665,0.3
mikk,11,400,0.27879684541516,0.4
mikk,11,500,0.27216655904992,0.5
mikk,11,600,0.266273431588012,0.6
mikk,11,700,0.262987373126069,0.7
mikk,11,800,0.254862373791719,0.8
mikk,11,900,0.249508536015046,0.9
mikk,11,1000,0.246357153472018,1
mikk,11,1100,0.238167800871645,1.1
mikk,11,1200,0.236454434536858,1.2
mikk,11,1300,0.234021240848917,1.3
mikk,11,1400,0.235583486011946,1.4
mikk,11,1500,0.226063271870814,1.5
mikk,11,1600,0.222140663131719,1.6
mikk,11,1700,0.220005051813111,1.7
mikk,11,1800,0.21953951024453,1.8
mikk,11,1900,0.21670190155278,1.9
mikk,11,2000,0.210368159800639,2
mikk,11,2100,0.206996002323746,2.1
mikk,11,2200,0.200366475250732,2.2
mikk,11,2300,0.199919239729411,2.3
mikk,11,2400,0.199433663295635,2.4
mikk,11,2500,0.197202481094097,2.5
mikk,11,2600,0.194417974321005,2.6
mikk,11,2700,0.194368084964331,2.7
mikk,11,2800,0.191618026230277,2.8
mikk,11,2900,0.190709819658241,2.9
mikk,11,3000,0.18674617098403,3
mikk,11,3100,0.186056043625502,3.1
mikk,11,3200,0.184914413735675,3.2
mikk,11,3300,0.180863644171997,3.3
mikk,11,3400,0.179181082866862,3.4
mikk,11,3500,0.174010434438693,3.5
mikk,11,3600,0.176843073434069,3.6
mikk,11,3700,0.173587233068459,3.7
mikk,11,3800,0.172806858053097,3.8
mikk,11,3900,0.169523177494945,3.9
mikk,11,4000,0.167949917062353,4
mikk,11,4100,0.167374443258067,4.1
mikk,11,4200,0.168243896364772,4.2
mikk,11,4300,0.165867378343134,4.3
mikk,11,4400,0.165406916639494,4.4
mikk,11,4500,0.162632090608923,4.5
mikk,11,4600,0.159508524039083,4.6
mikk,11,4700,0.158529056139307,4.7
mikk,11,4800,0.157222636377183,4.8
mikk,11,4900,0.156233395754975,4.9
mikk,11,5000,0.15342035707366,5
mikk,11,5100,0.157682690764315,5.1
mikk,11,5200,0.152774625410658,5.2
mikk,11,5300,0.153620535161331,5.3
mikk,11,5400,0.152217993052467,5.4
mikk,11,5500,0.150327507318239,5.5
mikk,11,5600,0.14996608054885,5.6
mikk,11,5700,0.15136680579749,5.7
mikk,11,5800,0.149039675259461,5.8
mikk,11,5900,0.147819394528649,5.9
mikk,11,6000,0.146938000278329,6
mikk,11,6100,0.142365023174275,6.1
mikk,11,6200,0.139355757268662,6.2
mikk,11,6300,0.141622837530637,6.3
mikk,11,6400,0.138033604351422,6.4
mikk,11,6500,0.13584140946974,6.5
mikk,11,6600,0.135123653865678,6.6
mikk,11,6700,0.135041187926752,6.7
mikk,11,6800,0.137080418671387,6.8
mikk,11,6900,0.134361848351078,6.9
mikk,11,7000,0.131159704558315,7
mikk,11,7100,0.135604025585799,7.1
mikk,11,7200,0.131227895094944,7.2
mikk,11,7300,0.131853994407234,7.3
mikk,11,7400,0.133009060355936,7.4
mikk,11,7500,0.135591532787874,7.5
mikk,11,7600,0.131468625566963,7.6
mikk,11,7700,0.136836336813433,7.7
mikk,11,7800,0.137350222864242,7.8
mikk,11,7900,0.132962374272972,7.9
mikk,11,8000,0.132426814027216,8
mikk,11,8100,0.13426095065482,8.1
mikk,11,8200,0.133403176065174,8.2
mikk,11,8300,0.131614501648064,8.3
mikk,11,8400,0.131052041800354,8.4
mikk,11,8500,0.12646670106595,8.5
mikk,11,8600,0.125262593821852,8.6
mikk,11,8700,0.124596909284493,8.7
mikk,11,8800,0.124917911677049,8.8
mikk,11,8900,0.125310139391321,8.9
mikk,11,9000,0.125933202114417,9
mikk,11,9100,0.123678571211539,9.1
mikk,11,9200,0.122031375864083,9.2
mikk,11,9300,0.123658904847248,9.3
mikk,11,9400,0.124062147074415,9.4
mikk,11,9500,0.125299738471398,9.5
mikk,11,9600,0.121864628986644,9.6
mikk,11,9700,0.12150276122668,9.7
mikk,11,9800,0.121075617089777,9.8
mikk,11,9900,0.118844932803176,9.9
mikk,12,0,0.490433887758652,0
mikk,12,100,0.36090277650566,0.1
mikk,12,200,0.344805325598325,0.2
mikk,12,300,0.335902449433859,0.3
mikk,12,400,0.328367534428034,0.4
mikk,12,500,0.319829093279291,0.5
mikk,12,600,0.320994909489837,0.6
mikk,12,700,0.311423746871673,0.7
mikk,12,800,0.30757260476628,0.8
mikk,12,900,0.300252384595077,0.9
mikk,12,1000,0.296111470452187,1
mikk,12,1100,0.29110410115823,1.1
mikk,12,1200,0.28715568034191,1.2
mikk,12,1300,0.275345065740917,1.3
mikk,12,1400,0.270600670225475,1.4
mikk,12,1500,0.26800006756917,1.5
mikk,12,1600,0.267392287859445,1.6
mikk,12,1700,0.263280322163939,1.7
mikk,12,1800,0.2588753018826,1.8
mikk,12,1900,0.256815992318232,1.9
mikk,12,2000,0.253460131054848,2
mikk,12,2100,0.243795796974755,2.1
mikk,12,2200,0.24061826158773,2.2
mikk,12,2300,0.239574556899437,2.3
mikk,12,2400,0.239925440845672,2.4
mikk,12,2500,0.234018300387234,2.5
mikk,12,2600,0.229591180645047,2.6
mikk,12,2700,0.224586786654974,2.7
mikk,12,2800,0.225447178799297,2.8
mikk,12,2900,0.221157677742166,2.9
mikk,12,3000,0.219679574028599,3
mikk,12,3100,0.214541337772815,3.1
mikk,12,3200,0.20795160573398,3.2
mikk,12,3300,0.204448494119009,3.3
mikk,12,3400,0.203628437534254,3.4
mikk,12,3500,0.205029072416378,3.5
mikk,12,3600,0.198523962711576,3.6
mikk,12,3700,0.195865164995041,3.7
mikk,12,3800,0.199518324213937,3.8
mikk,12,3900,0.195952381507411,3.9
mikk,12,4000,0.196306431692476,4
mikk,12,4100,0.194860468503676,4.1
mikk,12,4200,0.192848286947164,4.2
mikk,12,4300,0.192462423071381,4.3
mikk,12,4400,0.192373166403622,4.4
mikk,12,4500,0.193252743929954,4.5
mikk,12,4600,0.189966843073219,4.6
mikk,12,4700,0.190049092137827,4.7
mikk,12,4800,0.186563940471003,4.8
mikk,12,4900,0.185252757222246,4.9
mikk,12,5000,0.183832613313982,5
mikk,12,5100,0.180983092016619,5.1
mikk,12,5200,0.180545251971801,5.2
mikk,12,5300,0.179535231745037,5.3
mikk,12,5400,0.178470683570443,5.4
mikk,12,5500,0.178356720865932,5.5
mikk,12,5600,0.178771375101228,5.6
mikk,12,5700,0.182661583770082,5.7
mikk,12,5800,0.181570221457692,5.8
mikk,12,5900,0.173934602020337,5.9
mikk,12,6000,0.17134220107033,6
mikk,12,6100,0.170488210191367,6.1
mikk,12,6200,0.172413921795118,6.2
mikk,12,6300,0.170277652648966,6.3
mikk,12,6400,0.170183493362765,6.4
mikk,12,6500,0.165098116608172,6.5
mikk,12,6600,0.167664013132094,6.6
mikk,12,6700,0.167369362580671,6.7
mikk,12,6800,0.165840534875475,6.8
mikk,12,6900,0.165474539163341,6.9
mikk,12,7000,0.165365022284094,7
mikk,12,7100,0.159069522256087,7.1
mikk,12,7200,0.160673326786043,7.2
mikk,12,7300,0.160645850384321,7.3
mikk,12,7400,0.158526578567702,7.4
mikk,12,7500,0.157708092507234,7.5
mikk,12,7600,0.158578877313575,7.6
mikk,12,7700,0.158909998613278,7.7
mikk,12,7800,0.160592670242595,7.8
mikk,12,7900,0.154470358096573,7.9
mikk,12,8000,0.154357070440648,8
mikk,12,8100,0.155537077635883,8.1
mikk,12,8200,0.155010090467161,8.2
mikk,12,8300,0.15277852776944,8.3
mikk,12,8400,0.150603111826333,8.4
mikk,12,8500,0.148125050983831,8.5
mikk,12,8600,0.154679145062691,8.6
mikk,12,8700,0.15276673351412,8.7
mikk,12,8800,0.154417841288698,8.8
mikk,12,8900,0.148883014666466,8.9
mikk,12,9000,0.148378827361032,9
mikk,12,9100,0.147565421737313,9.1
mikk,12,9200,0.145826066858485,9.2
mikk,12,9300,0.143733336836828,9.3
mikk,12,9400,0.143038843248919,9.4
mikk,12,9500,0.141975707267283,9.5
mikk,12,9600,0.141124185182293,9.6
mikk,12,9700,0.138292538880493,9.7
mikk,12,9800,0.139454152665959,9.8
mikk,12,9900,0.134741916543824,9.9
mikk,13,0,0.448097411498091,0
mikk,13,100,0.309837886620039,0.1
mikk,13,200,0.295259307207984,0.2
mikk,13,300,0.284796782458385,0.3
mikk,13,400,0.279190693779704,0.4
mikk,13,500,0.271900132081674,0.5
mikk,13,600,0.266239713297516,0.6
mikk,13,700,0.26209902728384,0.7
mikk,13,800,0.261719266445025,0.8
mikk,13,900,0.253910402434393,0.9
mikk,13,1000,0.249545909415167,1
mikk,13,1100,0.246115057887463,1.1
mikk,13,1200,0.238401555007932,1.2
mikk,13,1300,0.237779390726615,1.3
mikk,13,1400,0.230383566874783,1.4
mikk,13,1500,0.223693544196082,1.5
mikk,13,1600,0.219062884261315,1.6
mikk,13,1700,0.214463554826199,1.7
mikk,13,1800,0.209741426590393,1.8
mikk,13,1900,0.206488160556051,1.9
mikk,13,2000,0.205486487999945,2
mikk,13,2100,0.199872215980874,2.1
mikk,13,2200,0.197574698746794,2.2
mikk,13,2300,0.193114948937931,2.3
mikk,13,2400,0.190329425239137,2.4
mikk,13,2500,0.190968497089896,2.5
mikk,13,2600,0.19073808875558,2.6
mikk,13,2700,0.187664698463842,2.7
mikk,13,2800,0.186099631308967,2.8
mikk,13,2900,0.184256058474504,2.9
mikk,13,3000,0.181606454429212,3
mikk,13,3100,0.178740725314381,3.1
mikk,13,3200,0.176626013780776,3.2
mikk,13,3300,0.174853787198722,3.3
mikk,13,3400,0.171015779757828,3.4
mikk,13,3500,0.167687272956315,3.5
mikk,13,3600,0.165562916324947,3.6
mikk,13,3700,0.16459686433679,3.7
mikk,13,3800,0.164683282934911,3.8
mikk,13,3900,0.162091344928691,3.9
mikk,13,4000,0.16175776448542,4
mikk,13,4100,0.158244010398737,4.1
mikk,13,4200,0.153279430095963,4.2
mikk,13,4300,0.152769432159422,4.3
mikk,13,4400,0.153595968950704,4.4
mikk,13,4500,0.150580301833255,4.5
mikk,13,4600,0.151276811432606,4.6
mikk,13,4700,0.152415419322333,4.7
mikk,13,4800,0.148382530707707,4.8
mikk,13,4900,0.143621083446338,4.9
mikk,13,5000,0.141821479013975,5
mikk,13,5100,0.141571724625129,5.1
mikk,13,5200,0.143966900610579,5.2
mikk,13,5300,0.141946411848149,5.3
mikk,13,5400,0.138914321141769,5.4
mikk,13,5500,0.139420515224925,5.5
mikk,13,5600,0.136589521474611,5.6
mikk,13,5700,0.138308366227972,5.7
mikk,13,5800,0.136828259515274,5.8
mikk,13,5900,0.135594872211737,5.9
mikk,13,6000,0.136617696419271,6
mikk,13,6100,0.135096113564634,6.1
mikk,13,6200,0.133786994891362,6.2
mikk,13,6300,0.131838786513953,6.3
mikk,13,6400,0.132668743776449,6.4
mikk,13,6500,0.131394345599297,6.5
mikk,13,6600,0.13142946646609,6.6
mikk,13,6700,0.128315534987933,6.7
mikk,13,6800,0.124841327958242,6.8
mikk,13,6900,0.125596890077775,6.9
mikk,13,7000,0.124210762738635,7
mikk,13,7100,0.120253161876704,7.1
mikk,13,7200,0.122902097921796,7.2
mikk,13,7300,0.119955162385327,7.3
mikk,13,7400,0.118847694131526,7.4
mikk,13,7500,0.121252681705616,7.5
mikk,13,7600,0.12120857558795,7.6
mikk,13,7700,0.119384293260078,7.7
mikk,13,7800,0.117439697377833,7.8
mikk,13,7900,0.116165174289304,7.9
mikk,13,8000,0.115626134382864,8
mikk,13,8100,0.115184721208764,8.1
mikk,13,8200,0.113173045369199,8.2
mikk,13,8300,0.11206962657971,8.3
mikk,13,8400,0.113579781095678,8.4
mikk,13,8500,0.109723433311702,8.5
mikk,13,8600,0.109472160734389,8.6
mikk,13,8700,0.108638281936346,8.7
mikk,13,8800,0.109745987481659,8.8
mikk,13,8900,0.10750852618512,8.9
mikk,13,9000,0.108269542456326,9
mikk,13,9100,0.106324386477668,9.1
mikk,13,9200,0.10792978864998,9.2
mikk,13,9300,0.108650309526078,9.3
mikk,13,9400,0.108960949504976,9.4
mikk,13,9500,0.107394949118544,9.5
mikk,13,9600,0.108502435999106,9.6
mikk,13,9700,0.106763717498123,9.7
mikk,13,9800,0.106521095036369,9.8
mikk,13,9900,0.106696474277714,9.9
mikk,14,0,0.463370338491703,0
mikk,14,100,0.341486250440789,0.1
mikk,14,200,0.325022501574679,0.2
mikk,14,300,0.319648474317736,0.3
mikk,14,400,0.319083419824664,0.4
mikk,14,500,0.311732372026577,0.5
mikk,14,600,0.309828843225168,0.6
mikk,14,700,0.301035742212897,0.7
mikk,14,800,0.300335304514763,0.8
mikk,14,900,0.296266080869905,0.9
mikk,14,1000,0.294204829155974,1
mikk,14,1100,0.288777981308187,1.1
mikk,14,1200,0.283498087576464,1.2
mikk,14,1300,0.274161878235714,1.3
mikk,14,1400,0.271103551635117,1.4
mikk,14,1500,0.265887490228432,1.5
mikk,14,1600,0.257501950739473,1.6
mikk,14,1700,0.252358210460413,1.7
mikk,14,1800,0.248540839300819,1.8
mikk,14,1900,0.250372312691068,1.9
mikk,14,2000,0.247630904912793,2
mikk,14,2100,0.24151020978027,2.1
mikk,14,2200,0.236668367797371,2.2
mikk,14,2300,0.233907413942699,2.3
mikk,14,2400,0.230858729186919,2.4
mikk,14,2500,0.231250522561577,2.5
mikk,14,2600,0.230847686547215,2.6
mikk,14,2700,0.228970752634104,2.7
mikk,14,2800,0.227502181177057,2.8
mikk,14,2900,0.224150088031674,2.9
mikk,14,3000,0.22277531616563,3
mikk,14,3100,0.222751295546175,3.1
mikk,14,3200,0.217567768789101,3.2
mikk,14,3300,0.212539559940645,3.3
mikk,14,3400,0.210922884179176,3.4
mikk,14,3500,0.209899950671789,3.5
mikk,14,3600,0.207414097012033,3.6
mikk,14,3700,0.209334553049656,3.7
mikk,14,3800,0.202241274420715,3.8
mikk,14,3900,0.200537319174116,3.9
mikk,14,4000,0.199704760844463,4
mikk,14,4100,0.194488988951345,4.1
mikk,14,4200,0.190057339248182,4.2
mikk,14,4300,0.19113231066329,4.3
