chr	bin_bdr	mean
3	650	0.287367165962989
3	660	0.280378442861911
3	670	0.282617944667983
3	680	0.283513872402147
3	690	0.282130654577018
3	700	0.27647378349157
3	710	0.275931345180841
3	720	0.273118356351879
3	730	0.275974776390868
3	740	0.279855827777089
3	750	0.276684340639304
3	760	0.275916272079119
3	770	0.269587809941514
3	780	0.27103045265597
3	790	0.26679883674785
3	800	0.271116915671139
3	810	0.273807220881964
3	820	0.267091157716783
3	830	0.269002866442432
3	840	0.26772870853092
3	850	0.268359849597032
3	860	0.26830284173742
3	870	0.265617175768016
3	880	0.259727948298604
3	890	0.264804655518442
3	900	0.261909264395311
3	910	0.26420020827866
3	920	0.264126274216053
3	930	0.267708069688702
3	940	0.263153601679606
3	950	0.262965994981788
3	960	0.271240043381415
3	970	0.26515936416379
3	980	0.261941409547019
3	990	0.264479100904297
4	0	0.685860509838757
4	10	0.578150729264799
4	20	0.51898036138485
4	30	0.487927375644151
4	40	0.461596618136958
4	50	0.443106763693702
4	60	0.423445652271548
4	70	0.420171132222679
4	80	0.407588624111306
4	90	0.397575988521031
4	100	0.392411925881123
4	110	0.395144377172948
4	120	0.3851003977792
4	130	0.381697691487581
4	140	0.38094921568639
4	150	0.376572185898806
4	160	0.391135801330346
4	170	0.371554347194655
4	180	0.368242246742948
4	190	0.371007567187704
4	200	0.376341968729213
4	210	0.364290920372539
4	220	0.366336863385737
4	230	0.367176424913086
4	240	0.367372693453941
4	250	0.363276952975712
4	260	0.358494297505924
4	270	0.362850869125301
4	280	0.359611834669128
4	290	0.359757067960236
4	300	0.360685046020576
4	310	0.350917736417202
4	320	0.358414292717326
4	330	0.351083291832903
4	340	0.351335534507703
4	350	0.353016102483407
4	360	0.358035420654136
4	370	0.353928376976755
4	380	0.362674849180132
4	390	0.347280789771734
4	400	0.347176555151102
4	410	0.352186811779481
4	420	0.345248209515343
4	430	0.354268164125959
4	440	0.342180690896663
4	450	0.347062085750996
4	460	0.351128943947367
4	470	0.343739807145381
4	480	0.351236864654493
4	490	0.350779713505168
4	500	0.345967824189596
4	510	0.353237741539987
4	520	0.35613207676275
4	530	0.347678379522115
4	540	0.348091433707323
4	550	0.347605348581304
4	560	0.353597179813529
4	570	0.343280362004271
4	580	0.351855267692905
4	590	0.33665201696471
4	600	0.350509988591965
4	610	0.342792575977782
4	620	0.337183272504456
4	630	0.347101811368661
4	640	0.337389972908462
4	650	0.348426017516467
4	660	0.33997006426292
4	670	0.342639106589563
4	680	0.337281104777337
4	690	0.34418989443082
4	700	0.339635410222759
4	710	0.333517655615328
4	720	0.340013863237821
4	730	0.342966169902251
4	740	0.345416397002211
4	750	0.335468921131228
4	760	0.344286849455291
4	770	0.337617864154014
4	780	0.329524694137728
4	790	0.337467800834776
4	800	0.331441910015726
4	810	0.343690165503433
4	820	0.336632615862685
4	830	0.342868091044599
4	840	0.334839933521107
4	850	0.33304174252357
4	860	0.330661410424648
4	870	0.324096809477355
4	880	0.331203553451756
4	890	0.324722569358483
4	900	0.327728679968887
4	910	0.328528901813861
4	920	0.337429559361623
4	930	0.336056680718444
4	940	0.337740189520756
4	950	0.332455784189144
4	960	0.332141512395237
4	970	0.335636560637188
4	980	0.330368181389721
4	990	0.332721810430528
5	0	0.684761238446771
5	10	0.55528918065737
5	20	0.504383512548227
5	30	0.452322602051146
5	40	0.421442374459018
5	50	0.408952311866644
5	60	0.386911625563961
5	70	0.377602708961563
5	80	0.360804295789599
5	90	0.357830979184384
5	100	0.344973677544754
5	110	0.334662314279607
5	120	0.335111001971082
5	130	0.331037848522826
5	140	0.32443887549263
5	150	0.323221599871694
5	160	0.32270313089187
5	170	0.323329817102595
5	180	0.319897120802782
5	190	0.316423181362042
5	200	0.310167033093608
5	210	0.323496331357918
5	220	0.321837540904956
5	230	0.310236858330923
5	240	0.311964806880544
5	250	0.306347106100774
5	260	0.298854698526648
5	270	0.308085548877008
5	280	0.307884949029255
5	290	0.301273903226095
5	300	0.299261512385011
5	310	0.301135977060558
5	320	0.303250147425718
5	330	0.297452351818293
5	340	0.304188133464788
5	350	0.297921872054807
5	360	0.294164524839809
5	370	0.299322628186189
5	380	0.307273127192947
5	390	0.294191856897313
5	400	0.296255309400124
5	410	0.291472686613436
5	420	0.298429243132325
5	430	0.291202986751778
5	440	0.290651980623803
5	450	0.292498101286791
5	460	0.295058568970254
5	470	0.282596469593178
5	480	0.28990161151151
5	490	0.285837829139462
5	500	0.283911256210257
5	510	0.288952160856144
5	520	0.286841865843094
5	530	0.283150074939085
5	540	0.291160643300403
5	550	0.288636900909278
5	560	0.286185852282265
5	570	0.289499606202144
5	580	0.284553621049327
5	590	0.291202519197028
5	600	0.286523498012713
5	610	0.284849403154758
5	620	0.283751815589696
5	630	0.280191544916142
5	640	0.283189500175236
5	650	0.2808779424646
5	660	0.281892936073461
5	670	0.284150819844182
5	680	0.283842336422655
5	690	0.279473251824387
5	700	0.275894111778772
5	710	0.275409127913829
5	720	0.282956261853152
5	730	0.27337010551753
5	740	0.271403003283597
5	750	0.282822570361518
5	760	0.276460293093894
5	770	0.28037532067577
5	780	0.271280411320863
5	790	0.26585362515443
5	800	0.271262137950353
5	810	0.269526533646694
5	820	0.269243616932058
5	830	0.266290083889269
5	840	0.272315426007451
5	850	0.26639583942643
5	860	0.266350884812106
5	870	0.264988462249174
5	880	0.270151002064855
5	890	0.26617774121125
5	900	0.268963822482729
5	910	0.261765804212826
5	920	0.256679923694449
5	930	0.266405065705098
5	940	0.265105496319064
5	950	0.269242871724559
5	960	0.261207882376146
5	970	0.264747693662408
5	980	0.269180763145442
5	990	0.258729557747732
6	0	0.687625165474386
6	10	0.568785313039468
6	20	0.510628063036326
6	30	0.474697628777348
6	40	0.447574140849064
6	50	0.423357819140053
6	60	0.410484435849712
6	70	0.398809740182985
6	80	0.388885407004642
6	90	0.38070181380557
6	100	0.372111768235892
6	110	0.372964816613436
6	120	0.370155750328536
6	130	0.366331751300068
6	140	0.356034883326369
6	150	0.359572405920527
6	160	0.366045416666544
6	170	0.351146128832283
6	180	0.354345913024579
6	190	0.348034512553978
6	200	0.345557515517568
6	210	0.353117998356787
6	220	0.346087816884061
6	230	0.344785349520957
6	240	0.346386493912688
6	250	0.344633254149526
6	260	0.341009994153391
6	270	0.344157885268464
6	280	0.3396586055794
6	290	0.334066759169485
6	300	0.333288163743769
6	310	0.341958079960573
6	320	0.343842149856768
6	330	0.341890844081817
6	340	0.338200407355896
6	350	0.343603832431162
6	360	0.33892707169444
6	370	0.33747177273365
6	380	0.343550247255328
6	390	0.337842629003375
6	400	0.337062814041746
6	410	0.345338317356273
6	420	0.344876886863794
6	430	0.336539372813846
6	440	0.340087514903727
6	450	0.347555347964036
6	460	0.329660709879325
6	470	0.339975220154136
6	480	0.335903419319053
6	490	0.34084124526157
6	500	0.338837322819649
6	510	0.341803655839825
6	520	0.336028732732363
6	530	0.339737841216809
6	540	0.339472648179597
6	550	0.33502001259974
6	560	0.343810471058072
6	570	0.337037227256095
6	580	0.342222519577232
6	590	0.336971797395574
6	600	0.326662056979375
6	610	0.336295510990336
6	620	0.332022200120598
6	630	0.333657753488008
6	640	0.331703953373861
6	650	0.33424045703453
6	660	0.336682306989141
6	670	0.331575632781397
6	680	0.332703403031304
6	690	0.33251290261566
6	700	0.331698961390042
6	710	0.328325626096095
6	720	0.32335779428661
6	730	0.335684920548133
6	740	0.332159837731066
6	750	0.333365732755167
6	760	0.331865998740077
6	770	0.322127064132398
6	780	0.32638688104226
6	790	0.318914416040266
6	800	0.326624301430942
6	810	0.32636746765686
6	820	0.323179837899462
6	830	0.325212275553078
6	840	0.31525724052126
6	850	0.32512607101367
6	860	0.322517325133636
6	870	0.318657087107564
6	880	0.330591018649173
6	890	0.32066913386883
6	900	0.323101130913979
6	910	0.312982737874722
6	920	0.316060921528213
6	930	0.307586396492971
6	940	0.325327389204385
6	950	0.314283035725931
6	960	0.320743188925366
6	970	0.318441799078891
6	980	0.319962308311506
6	990	0.326026682841062
7	0	0.700967775782916
7	10	0.578535133076403
7	20	0.524418096547364
7	30	0.483159191528689
7	40	0.45625794842707
7	50	0.440659124303168
7	60	0.423061767929554
7	70	0.413741809024736
7	80	0.409282417405656
7	90	0.397026043380482
7	100	0.394683665042158
7	110	0.391853874478276
7	120	0.386702105370205
7	130	0.378744840457538
7	140	0.377969121301036
7	150	0.38253052486319
7	160	0.375593206410416
7	170	0.373757376430723
7	180	0.369306224708444
7	190	0.368522766092823
7	200	0.369338933241877
7	210	0.366745410800959
7	220	0.370956818339549
7	230	0.366852100639974
7	240	0.370206102800887
7	250	0.365419314268046
7	260	0.360778766420625
7	270	0.358379023790704
7	280	0.362735169461861
7	290	0.359152451440671
7	300	0.357404400421434
7	310	0.359809840767377
7	320	0.352624227302657
7	330	0.353550375559525
7	340	0.358377494061636
7	350	0.362826639591995
7	360	0.355681954785521
7	370	0.349059431708771
7	380	0.351361371069068
7	390	0.348187745996063
7	400	0.358088464382581
7	410	0.354997000376802
7	420	0.357369833529957
7	430	0.344332748437426
7	440	0.348231869048278
7	450	0.355104325499032
7	460	0.351023008616173
7	470	0.353759100711008
7	480	0.351964250513787
7	490	0.351450215207951
7	500	0.358133864523329
7	510	0.350946104613718
7	520	0.345610840274862
7	530	0.338887852729772
7	540	0.343129864107493
7	550	0.350793672044522
7	560	0.352620691034714
7	570	0.34753810164912
7	580	0.338645489201886
7	590	0.343323236364962
7	600	0.343688020037525
7	610	0.339237738746099
7	620	0.338666638769566
7	630	0.34120770425062
7	640	0.338122776568059
7	650	0.336431450647918
7	660	0.335260073313406
7	670	0.340863703157932
7	680	0.335893900381938
7	690	0.340383219093116
7	700	0.339183261295906
7	710	0.334899652140627
7	720	0.339202308368428
7	730	0.330749584578011
7	740	0.332832702024902
7	750	0.330678845024246
7	760	0.330622841387019
7	770	0.331013853079121
7	780	0.337738201546955
7	790	0.33875243688085
7	800	0.332019075582793
7	810	0.328999706742542
7	820	0.333354362493736
7	830	0.327648869680079
7	840	0.333754783210755
7	850	0.325414315895624
7	860	0.329747501704556
7	870	0.329059334672408
7	880	0.326485055893398
7	890	0.324598217724124
7	900	0.325297167979471
7	910	0.324076936175301
7	920	0.329860933990861
7	930	0.323013766268408
7	940	0.318960211188511
7	950	0.318478358014164
7	960	0.323304058903868
7	970	0.317675166959897
7	980	0.316809249274084
7	990	0.318979914511771
8	0	0.704444905449728
8	10	0.587610623652555
8	20	0.536754145067268
8	30	0.498922847900516
8	40	0.470957879707477
8	50	0.452339126456902
8	60	0.443601801182041
8	70	0.424311550808031
8	80	0.412923238091627
8	90	0.413581524416273
8	100	0.405376287465278
8	110	0.405582328023415
8	120	0.396821009012279
8	130	0.387926710215693
8	140	0.389526113069332
8	150	0.389326437196794
8	160	0.384742071579287
8	170	0.382134351029144
8	180	0.375779726471032
8	190	0.382081265690058
8	200	0.37746153594619
8	210	0.376179892430136
8	220	0.37832046439447
8	230	0.369771558992194
8	240	0.370704730571992
8	250	0.374360826799518
8	260	0.368854628341057
8	270	0.37178785469349
8	280	0.364989365191149
8	290	0.360040020627061
8	300	0.37294150958846
8	310	0.360434561463424
8	320	0.363096146608047
8	330	0.355336884922896
8	340	0.353840443874828
8	350	0.353344601805287
8	360	0.352432338014584
8	370	0.357984674835278
8	380	0.355259313640142
8	390	0.352868602960177
8	400	0.353916420763452
8	410	0.338824350206496
8	420	0.34939846697319
8	430	0.351608096086241
8	440	0.348086476447228
8	450	0.345894956841389
8	460	0.345626549146199
8	470	0.343479845790266
8	480	0.344214025399076
8	490	0.34936680128199
8	500	0.351030399993679
8	510	0.345770620326128
8	520	0.342177907557571
8	530	0.339387477766627
8	540	0.341427302720771
8	550	0.344786760364407
8	560	0.341329644967383
8	570	0.335267200856415
8	580	0.338800812447287
8	590	0.340130273549689
8	600	0.33470148844808
8	610	0.338105098096605
8	620	0.33847163315422
8	630	0.330217183812606
8	640	0.338687842293406
8	650	0.333887677562005
8	660	0.33647815395654
8	670	0.330993446476972
8	680	0.326659837846072
8	690	0.326866837108632
8	700	0.327156373620899
8	710	0.333559031264296
8	720	0.330443148862056
8	730	0.332933164171773
8	740	0.335290969693668
8	750	0.327948352368425
8	760	0.325035259581643
8	770	0.325796021486369
8	780	0.320167743567956
8	790	0.328819073731776
8	800	0.320623685848831
8	810	0.324148125248278
8	820	0.322126598987291
8	830	0.325590735825262
8	840	0.319534695728808
8	850	0.316259592430914
8	860	0.312995168604355
8	870	0.314487137943058
8	880	0.311158991266721
8	890	0.310853851674936
8	900	0.312294656167382
8	910	0.30768890551297
8	920	0.310391677558417
8	930	0.302058040371167
8	940	0.308713830021958
8	950	0.305751807390268
8	960	0.307990215495963
8	970	0.307757132234206
8	980	0.306570790809145
8	990	0.309392753841411
9	0	0.679150310580238
9	10	0.556507080579112
9	20	0.507015156639857
9	30	0.472970302647962
9	40	0.445991384381891
9	50	0.426488631493835
9	60	0.411196955310342
9	70	0.400031334023649
9	80	0.383139820694296
9	90	0.378718418281345
9	100	0.377170881938893
9	110	0.358766724115666
9	120	0.364336558222218
9	130	0.363350407710015
9	140	0.356954586775045
9	150	0.354748099893674
9	160	0.350507035869402
9	170	0.352567548217272
9	180	0.343816956840334
9	190	0.345121762969447
9	200	0.346610972492016
9	210	0.349966660278373
9	220	0.341250396560151
9	230	0.339404448610517
9	240	0.339966543859052
9	250	0.340221701582131
9	260	0.342716461871456
9	270	0.338455377270315
9	280	0.330128437292422
9	290	0.334940616036608
9	300	0.334682065483153
9	310	0.327006652348274
9	320	0.32576565930046
9	330	0.322880245522024
9	340	0.330669243798605
9	350	0.319021162416229
9	360	0.325085924168279
9	370	0.326697469967347
9	380	0.324330422438756
9	390	0.328834914888614
9	400	0.326894871533089
9	410	0.326068350191038
9	420	0.323149739180562
9	430	0.322544026039835
9	440	0.327029329216351
9	450	0.321432619920747
9	460	0.31651890150882
9	470	0.322401351428082
9	480	0.322639546443968
9	490	0.320679706901124
9	500	0.311960670080286
9	510	0.320789629357338
9	520	0.316729994696837
9	530	0.315858213996974
9	540	0.311816592686057
9	550	0.310832387186091
9	560	0.320923195563013
9	570	0.318381090143135
9	580	0.315435971564435
9	590	0.317094074571822
9	600	0.316749606042926
9	610	0.315041404342842
9	620	0.312630686908689
9	630	0.313262794307094
9	640	0.311981380049081
9	650	0.319439739198869
9	660	0.316908131917837
9	670	0.31658891032187
9	680	0.307756493402635
9	690	0.308838102103878
9	700	0.313053192712343
9	710	0.309997207172817
9	720	0.309461601700568
9	730	0.306756705175561
9	740	0.30869199458506
9	750	0.310077094408849
9	760	0.305890549053085
9	770	0.308898511018711
9	780	0.304432284418544
9	790	0.305234887041894
9	800	0.303176066636342
9	810	0.299377549203077
9	820	0.30858098387991
9	830	0.300859400273905
9	840	0.301907107996316
9	850	0.300996193154473
9	860	0.296241798458366
9	870	0.304144713334991
9	880	0.294291129407853
9	890	0.30202740775258
9	900	0.293911409124202
9	910	0.29590368092986
9	920	0.29441531690901
9	930	0.290995319001234
9	940	0.298815122515888
9	950	0.294811107009645
9	960	0.293016062183105
9	970	0.289727495091992
9	980	0.296762078955447
9	990	0.290231396461735
10	0	0.6749409015725
10	10	0.550236823519709
10	20	0.496751748358947
10	30	0.459999588742337
10	40	0.435461265018928
10	50	0.421623219956471
10	60	0.402936474177376
10	70	0.39088627002758
10	80	0.381631144205343
10	90	0.378512904024449
10	100	0.377282122790706
10	110	0.366211485693193
10	120	0.371317671809592
10	130	0.368891229615909
10	140	0.362493949526057
10	150	0.361206587538533
10	160	0.362542608680767
10	170	0.358650324280192
10	180	0.352596888888821
10	190	0.352077878531313
10	200	0.347064628734544
10	210	0.339670099060093
10	220	0.347924990127493
10	230	0.337963295577932
10	240	0.344645601553782
10	250	0.332306191902802
10	260	0.33930141743
10	270	0.331394491716017
10	280	0.334621028015583
10	290	0.339020698649919
10	300	0.32763165870265
10	310	0.338625847995781
10	320	0.330420495031047
10	330	0.330453939262377
10	340	0.332955371145184
10	350	0.330398050850637
10	360	0.329721466126964
10	370	0.332777702252626
10	380	0.332380204745042
10	390	0.330662225112974
10	400	0.330255228956289
10	410	0.325848465865375
10	420	0.32768083214721
10	430	0.326399172217621
10	440	0.323727047255088
10	450	0.328588724997673
10	460	0.323605420289611
10	470	0.331637937013083
10	480	0.325269896946708
10	490	0.320982549134792
10	500	0.326888397436611
10	510	0.321070867511689
10	520	0.323147767171086
10	530	0.318122578228702
10	540	0.323440422489031
10	550	0.319310767240163
10	560	0.315271212636709
10	570	0.313987739687583
10	580	0.314325690428004
10	590	0.314699307584501
10	600	0.321011643389274
10	610	0.315909943981266
10	620	0.315443304650905
10	630	0.317197529009874
10	640	0.314978350067942
10	650	0.310830135341451
10	660	0.319425978130539
10	670	0.312889277469206
10	680	0.305785486946068
10	690	0.31657500978334
10	700	0.312772443971153
10	710	0.312955835751049
10	720	0.311356248375343
10	730	0.309853647896296
10	740	0.308859705738594
10	750	0.312673955695008
10	760	0.303895180060675
10	770	0.308594292849296
10	780	0.300488333440253
10	790	0.303024978868499
10	800	0.300797076871634
10	810	0.308586889764294
10	820	0.303669750435457
10	830	0.300678199509892
10	840	0.303454204966248
10	850	0.302197722929079
10	860	0.298937939101008
10	870	0.309885346597314
10	880	0.307529390421528
10	890	0.302934470523219
10	900	0.300006553535724
10	910	0.297666923801006
10	920	0.296584757378977
10	930	0.297740958175707
10	940	0.301981866528767
10	950	0.292838677958682
10	960	0.292813084891176
10	970	0.291284378338432
10	980	0.296445063247836
10	990	0.300150446055958
11	0	0.637112087075881
11	10	0.513771017246829
11	20	0.455326006614987
11	30	0.422811737006779
11	40	0.391667806224402
11	50	0.383959328105739
11	60	0.362169560965854
11	70	0.350247678416214
11	80	0.339891587689629
11	90	0.333770946118506
11	100	0.328698297990353
11	110	0.322228827548555
11	120	0.324211213323249
11	130	0.320349119666112
11	140	0.313852676738851
11	150	0.308074812073692
11	160	0.302116782762227
11	170	0.312370044956107
11	180	0.30488660398305
11	190	0.298594503760077
11	200	0.303365776091874
11	210	0.295376582254561
11	220	0.292029906093182
11	230	0.296568629929267
11	240	0.295571350384453
11	250	0.292111260447582
11	260	0.293606910404247
11	270	0.291311478007175
11	280	0.292708528861193
11	290	0.293285505948459
11	300	0.291244757334521
11	310	0.288612247856295
11	320	0.293109897853215
11	330	0.285860890525747
11	340	0.290124259533922
11	350	0.285630763866145
11	360	0.285957574176997
11	370	0.285079018119963
11	380	0.286031530420034
11	390	0.279621879689062
11	400	0.281109509250785
11	410	0.28049599920907
11	420	0.278320406783453
11	430	0.282746782493067
11	440	0.284305075086909
11	450	0.274837727773695
11	460	0.271396255308216
11	470	0.282435145865543
11	480	0.281036564773883
11	490	0.271099371453317
11	500	0.280416774483148
11	510	0.271678806207105
11	520	0.269925474923056
11	530	0.273368958286693
11	540	0.273262337761776
11	550	0.265773818383619
11	560	0.274124089120881
11	570	0.270579141087766
11	580	0.267858909239794
11	590	0.274376146457818
11	600	0.26650538425586
11	610	0.263960309721352
11	620	0.269765823167307
11	630	0.268519607606243
11	640	0.265027620616769
11	650	0.265332855858738
11	660	0.265440630249915
11	670	0.264443780748484
11	680	0.267550987747301
11	690	0.266120201114471
11	700	0.26720294304248
11	710	0.267874411662091
11	720	0.26904680472337
11	730	0.261409509227331
11	740	0.261655602557468
11	750	0.263961171445721
11	760	0.256931455566052
11	770	0.262832562162095
11	780	0.256740371379661
11	790	0.261961160829864
11	800	0.254653499758729
11	810	0.258869942853235
11	820	0.26447867021706
11	830	0.26277382580599
11	840	0.255209623232334
11	850	0.254211377802986
11	860	0.248862759528785
11	870	0.245129392476319
11	880	0.254087759622956
11	890	0.250424515765097
11	900	0.251479789861861
11	910	0.254406387306517
11	920	0.249814567059596
11	930	0.245719015244569
11	940	0.258652101407592
11	950	0.250101077685298
11	960	0.245551613597663
11	970	0.249728288287619
11	980	0.245775238759397
11	990	0.243683633797199
12	0	0.693968029271997
12	10	0.575011784429935
12	20	0.509590277560337
12	30	0.475506478695404
12	40	0.44037272267013
12	50	0.429271328290942
12	60	0.411415557584123
12	70	0.403613844355281
12	80	0.39668295259474
12	90	0.380771639310663
12	100	0.371217734355508
12	110	0.363127690444266
12	120	0.366400875258788
12	130	0.361562728253585
12	140	0.361080259272326
12	150	0.361294807497676
12	160	0.357237854941129
12	170	0.355718607121372
12	180	0.35606344974446
12	190	0.353942442656022
12	200	0.348820220493479
12	210	0.344579254574862
12	220	0.349389430426872
12	230	0.349143775028901
12	240	0.35088942409145
12	250	0.341795037228341
12	260	0.344906890262273
12	270	0.340887903190105
12	280	0.339505075985648
12	290	0.33738479851245
12	300	0.335988935845644
12	310	0.341489196848765
12	320	0.341026112075281
12	330	0.336895850463899
12	340	0.332967129132368
12	350	0.332341822200985
12	360	0.338730176522932
12	370	0.329525757544951
12	380	0.335529661190336
12	390	0.334140839521223
12	400	0.333351858110315
12	410	0.327772837884066
12	420	0.324987379760794
12	430	0.327049932084625
12	440	0.32874837307922
12	450	0.327469499197658
12	460	0.329286138514048
12	470	0.328909247024593
12	480	0.324981359629065
12	490	0.331021551840907
12	500	0.322242469197983
12	510	0.329575807395774
12	520	0.312743686680997
12	530	0.321913813604308
12	540	0.316182164711705
12	550	0.31670413913428
12	560	0.321510118842495
12	570	0.320593386404021
12	580	0.321952593528877
12	590	0.314650618617199
12	600	0.317477745737125
12	610	0.321367342867414
12	620	0.318161410534134
