P1	P2	P3	chr	d_stat	z_score	admix_f	f_ci_lower	f_ci_upper
javanicus	HdrR	117_2	24	0.878225552326599	42.0185626251531	0.619911067193676	0.529446653193352	0.710375481193999
javanicus	HdrR	131_1	all	0.824414161855665	165.352012234935	0.606122886490316	0.552948999261525	0.659296773719106
javanicus	HdrR	131_1	1	0.85849794308639	112.925372896749	2.49658382018022	1.35968499113305	3.63348264922739
javanicus	HdrR	131_1	2	0.817144422128903	54.8631514913413	2.54458239277652	1.09826789447969	3.99089689107336
javanicus	HdrR	131_1	3	0.849067926934474	49.1953261966943	0.455783958081419	0.381801819124312	0.529766097038526
javanicus	HdrR	131_1	4	0.814022689231914	39.8309182155925	0.983497053045187	0.417207933915333	1.54978617217504
javanicus	HdrR	131_1	5	0.868929994492857	46.2730889297883	0.526902397865076	0.450330264096768	0.603474531633384
javanicus	HdrR	131_1	6	0.864630894546517	35.8554999483078	0.514944529040679	0.402987993605947	0.626901064475411
javanicus	HdrR	131_1	7	0.818909177327999	49.8837440973805	0.420474427310087	0.369114080690281	0.471834773929892
javanicus	HdrR	131_1	8	0.731264944305126	26.0342724360199	0.271994103108876	0.200817235326721	0.34317097089103
javanicus	HdrR	131_1	9	0.874263391379196	50.3224357709286	0.511662146454862	0.439862741478228	0.583461551431497
javanicus	HdrR	131_1	10	0.785879927853646	34.9194280806536	0.966486031462093	0.359046999356963	1.57392506356722
javanicus	HdrR	131_1	11	0.81710775047259	43.2148141466623	0.410500059389476	0.356294204739448	0.464705914039504
javanicus	HdrR	131_1	12	0.865201705477206	44.2567072562796	0.608180839612487	0.486885731463198	0.729475947761775
javanicus	HdrR	131_1	13	0.811397809541489	26.3105031529132	0.429758159653952	0.345817935030252	0.513698384277652
javanicus	HdrR	131_1	14	0.860072821127345	48.3022323096714	0.731136505948654	0.553308231036941	0.908964780860367
javanicus	HdrR	131_1	15	0.685069191551347	12.3861534179726	0.237441687512677	0.125128666579996	0.349754708445358
javanicus	HdrR	131_1	16	0.839397185387656	54.0833424140968	0.763444474321054	0.469881083816475	1.05700786482563
javanicus	HdrR	131_1	17	0.827628549501151	41.3835275364545	0.931311018131102	0.328248633423549	1.53437340283865
javanicus	HdrR	131_1	18	0.804575064384184	25.214672258335	0.396470295799155	0.282976844407064	0.509963747191245
javanicus	HdrR	131_1	19	0.845290335748546	53.4445885036364	0.80605941758996	0.59071279524525	1.02140603993467
javanicus	HdrR	131_1	20	0.876643452734143	38.5797870249221	0.576225268861341	0.464862372983456	0.687588164739227
javanicus	HdrR	131_1	21	0.69188989013702	13.1445732533378	0.240070760100434	0.0982835725893836	0.381857947611484
javanicus	HdrR	131_1	22	0.837424986361157	43.0115992100865	0.453173807980197	0.397088183612253	0.509259432348141
javanicus	HdrR	131_1	23	0.838352619851937	72.1954981396751	7.16327788046827	3.37577580816239	10.9507799527741
javanicus	HdrR	131_1	24	0.811145231213873	30.450716598882	0.860318671882454	0.483280223615463	1.23735712014945
javanicus	HdrR	131_2	all	0.890160811751346	250.361717332177	0.60352978792093	0.583238712477074	0.623820863364785
javanicus	HdrR	131_2	1	0.937074071715177	161.850924220749	0.809970448413208	0.770578066869273	0.849362829957143
javanicus	HdrR	131_2	2	0.893786348331803	71.7010018626268	0.704035874439462	0.650539007872464	0.75753274100646
javanicus	HdrR	131_2	3	0.852532163307801	51.234319910179	0.441641957718819	0.381682192208235	0.501601723229403
javanicus	HdrR	131_2	4	0.922383712943374	88.6053353673861	0.679154445231112	0.595518991968706	0.762789898493518
javanicus	HdrR	131_2	5	0.869036845507434	44.4618166116697	0.538920716317455	0.452041751599902	0.625799681035008
javanicus	HdrR	131_2	6	0.862340790482099	34.3701904528202	0.505107929044668	0.393405720835809	0.616810137253527
javanicus	HdrR	131_2	7	0.813595010130706	48.3023954964231	0.425984514195321	0.365761691519339	0.486207336871302
javanicus	HdrR	131_2	8	0.821904102208882	32.3405753369402	0.453041486383304	0.347691353713834	0.558391619052773
javanicus	HdrR	131_2	9	0.875499488127869	57.3957461698339	0.539139261063743	0.47158668872625	0.606691833401237
javanicus	HdrR	131_2	10	0.921967306460414	145.417661964609	0.71605211270201	0.666852006289911	0.76525221911411
javanicus	HdrR	131_2	11	0.805963085660199	40.5644420521526	0.481951634635841	0.412912408121927	0.550990861149756
javanicus	HdrR	131_2	12	0.878628767607411	50.8265726692174	0.579786524349566	0.49110089618354	0.668472152515593
javanicus	HdrR	131_2	13	0.804589543411403	26.5339579089029	0.38590756378825	0.318850446242232	0.452964681334269
javanicus	HdrR	131_2	14	0.886441899575559	46.9782174774306	0.582592689981594	0.49280548088805	0.672379899075137
javanicus	HdrR	131_2	15	0.862146273415703	51.8374218873961	0.534581286874865	0.444451925373259	0.624710648376471
javanicus	HdrR	131_2	16	0.889096072750222	49.7430830410721	0.567982697312951	0.476580106987184	0.659385287638719
javanicus	HdrR	131_2	17	0.876404494382023	30.1379292660559	0.558756185833518	0.419093633350295	0.698418738316741
javanicus	HdrR	131_2	18	0.877330414257859	67.0826820058726	0.583488657544211	0.517252342795703	0.649724972292719
javanicus	HdrR	131_2	19	0.87718091963902	77.5517374997017	0.570240089335567	0.512170206067044	0.628309972604089
javanicus	HdrR	131_2	20	0.883781542471271	42.3782150987593	0.586043041156142	0.480655797514286	0.691430284797998
javanicus	HdrR	131_2	21	0.931061923428336	109.645715540656	0.738255504136867	0.684594383161019	0.791916625112716
javanicus	HdrR	131_2	22	0.83246696989387	44.5387206194646	0.43413477819167	0.367432758589197	0.500836797794142
javanicus	HdrR	131_2	23	0.924663561632075	137.357885978979	0.76465370422935	0.723554819629449	0.80575258882925
javanicus	HdrR	131_2	24	0.873944300970196	37.1495717056324	0.58437922829282	0.479791960679147	0.688966495906492
javanicus	HdrR	134_1	all	0.889962283519777	250.098897709681	0.632898998390387	0.612484137702589	0.653313859078184
javanicus	HdrR	134_1	1	0.936439416493004	163.938297663299	0.804678512079765	0.762783877384567	0.846573146774963
javanicus	HdrR	134_1	2	0.895620839186466	75.6161071202948	0.704455968500912	0.659769756866037	0.749142180135788
javanicus	HdrR	134_1	3	0.85331094944973	50.2188291209563	0.517177218062174	0.428382805260006	0.605971630864342
javanicus	HdrR	134_1	4	0.924301913731089	84.497830586656	0.703757889896752	0.628269200021711	0.779246579771793
javanicus	HdrR	134_1	5	0.870882485657191	44.7081725911839	0.569265803567663	0.476915829607206	0.661615777528121
javanicus	HdrR	134_1	6	0.852130986923918	34.3381028191426	0.514364942267479	0.397293657526069	0.631436227008889
javanicus	HdrR	134_1	7	0.813234773719184	50.3349461507859	0.438265068406116	0.375066714809612	0.50146342200262
javanicus	HdrR	134_1	8	0.809604302727622	35.9388500992591	0.559804025987858	0.432594369924581	0.687013682051135
javanicus	HdrR	134_1	9	0.870891401525112	49.6195563397523	0.634432269486578	0.543214769805913	0.725649769167243
javanicus	HdrR	134_1	10	0.922484489766812	138.673296017025	0.749478683966636	0.690479209667721	0.80847815826555
javanicus	HdrR	134_1	11	0.803605313092979	42.4660621824876	0.429369209290519	0.368628701464083	0.490109717116956
javanicus	HdrR	134_1	12	0.881795485810363	52.868856386688	0.552117887216127	0.463914494988081	0.640321279444172
javanicus	HdrR	134_1	13	0.816685372240928	29.7592915005408	0.408539725642586	0.336519009497142	0.480560441788031
javanicus	HdrR	134_1	14	0.88681204569055	44.8640931617481	0.597174473571122	0.502236708168841	0.692112238973402
javanicus	HdrR	134_1	15	0.865034353529044	52.0155316314664	0.584469952734639	0.488096141162987	0.68084376430629
javanicus	HdrR	134_1	16	0.891035504644669	54.6383495188745	0.57220229817756	0.481633980527846	0.662770615827274
javanicus	HdrR	134_1	17	0.868201335877863	29.3628530969731	0.617607185222844	0.431532035355742	0.803682335089946
javanicus	HdrR	134_1	18	0.879802489177489	72.8305502963805	0.666343008994276	0.597097017900873	0.73558900008768
javanicus	HdrR	134_1	19	0.87771657913838	72.9838682323935	0.686146464983008	0.627554267452654	0.744738662513362
javanicus	HdrR	134_1	20	0.880418176916395	40.3957127982623	0.574932519657317	0.465310251769321	0.684554787545313
javanicus	HdrR	134_1	21	0.930613992352776	118.943526978622	0.741095987023062	0.691917539737241	0.790274434308884
javanicus	HdrR	134_1	22	0.830113729117919	47.5623451791657	0.486043110574172	0.401437232787074	0.57064898836127
javanicus	HdrR	134_1	23	0.926797945205479	144.385594737091	0.7930188264596	0.746778400668568	0.839259252250631
javanicus	HdrR	134_1	24	0.873493348153809	37.8102633846581	0.579653360376141	0.474945374549976	0.684361346202306
javanicus	HdrR	134_2	all	0.890850920533716	251.679732739398	0.616862406010275	0.596378313233436	0.637346498787113
javanicus	HdrR	134_2	1	0.937070355597047	171.698828094451	0.82063489111636	0.783816488956557	0.857453293276162
javanicus	HdrR	134_2	2	0.897652237710932	74.9391401575456	0.693623859715461	0.641590075920904	0.745657643510017
javanicus	HdrR	134_2	3	0.853500093335822	49.7976265564093	0.46924054264519	0.391705752554764	0.546775332735617
javanicus	HdrR	134_2	4	0.922785227522532	87.6306151721316	0.681040077884147	0.597498344958462	0.764581810809832
javanicus	HdrR	134_2	5	0.871919584954604	43.9507927982413	0.499219620958751	0.422522923350421	0.575916318567082
javanicus	HdrR	134_2	6	0.865918552036199	35.3790452742601	0.526666372579293	0.408867769381891	0.644464975776695
javanicus	HdrR	134_2	7	0.8122555410691	50.3602179405236	0.434734794010659	0.378578012410246	0.490891575611072
javanicus	HdrR	134_2	8	0.817957229985332	32.1233912500915	0.474463692666726	0.368535476791919	0.580391908541534
javanicus	HdrR	134_2	9	0.873282193569447	47.7698536339046	0.518014876801488	0.444458092022144	0.591571661580831
javanicus	HdrR	134_2	10	0.921105569508755	138.187184748106	0.755244618777199	0.714240317511868	0.79624892004253
javanicus	HdrR	134_2	11	0.809417304296645	40.6961295149287	0.5041642314436	0.429756276411929	0.578572186475271
javanicus	HdrR	134_2	12	0.878682842287695	53.948316161685	0.586421016717844	0.476753052740341	0.696088980695346
javanicus	HdrR	134_2	13	0.805435540069686	25.7912351214983	0.422876104035524	0.339915374044811	0.505836834026238
javanicus	HdrR	134_2	14	0.888392144339773	45.7022965305207	0.593646556326749	0.495766053612947	0.69152705904055
javanicus	HdrR	134_2	15	0.862191698415881	49.6596532966339	0.523564669729516	0.429741469126222	0.617387870332809
javanicus	HdrR	134_2	16	0.893315753267599	50.9668637169641	0.580220270873642	0.491723140643399	0.668717401103884
javanicus	HdrR	134_2	17	0.88251523163582	31.1465138011157	0.57235517781257	0.436718746370856	0.707991609254284
javanicus	HdrR	134_2	18	0.878552884453286	70.5600147750328	0.588831110106263	0.519745602955812	0.657916617256714
javanicus	HdrR	134_2	19	0.877389357671775	75.3563336495212	0.650903056991512	0.583617094258067	0.718189019724957
javanicus	HdrR	134_2	20	0.882831763762217	42.6267785488727	0.596245637960772	0.494075497555963	0.69841577836558
javanicus	HdrR	134_2	21	0.930356906126177	115.944420213695	0.738565148255542	0.686030451900669	0.791099844610415
javanicus	HdrR	134_2	22	0.834127327847553	50.1123433627155	0.485696321911349	0.418426345452279	0.552966298370418
javanicus	HdrR	134_2	23	0.925808727630369	143.882776972962	0.791045321637427	0.745773849925017	0.836316793349837
javanicus	HdrR	134_2	24	0.878506305236315	39.8283591821613	0.605770617937004	0.491452918731215	0.720088317142794
javanicus	HdrR	139_4	all	0.889055751334868	251.868036186076	0.634732169067303	0.614345289949048	0.655119048185557
javanicus	HdrR	139_4	1	0.937652630014228	164.871748002149	0.797559873474921	0.752410075338481	0.842709671611361
javanicus	HdrR	139_4	2	0.894113677494555	76.3277858464105	0.783884164065023	0.732845173566323	0.834923154563724
javanicus	HdrR	139_4	3	0.854124113343484	49.6067905105953	0.471521062120964	0.406408772432172	0.536633351809756
javanicus	HdrR	139_4	4	0.920939432080665	93.5007530138107	0.67752767828069	0.595146286182615	0.759909070378766
javanicus	HdrR	139_4	5	0.860376459375745	53.7292895303891	0.551968194329154	0.447216662177667	0.65671972648064
javanicus	HdrR	139_4	6	0.854320615291811	34.9878146942224	0.494913330131424	0.385851156067601	0.603975504195247
javanicus	HdrR	139_4	7	0.815253096924843	54.4426533599948	0.479093105370749	0.41296963660185	0.545216574139648
javanicus	HdrR	139_4	8	0.81352451075373	35.582635038458	0.445845539846304	0.344361952514876	0.547329127177732
javanicus	HdrR	139_4	9	0.872466633712308	51.5855246013113	0.64044345468629	0.554312049414435	0.726574859958144
javanicus	HdrR	139_4	10	0.921281442696468	139.848563123327	0.744226361307472	0.704798936128687	0.783653786486256
javanicus	HdrR	139_4	11	0.810460596065496	42.5615557556436	0.411016189736543	0.356223003516779	0.465809375956308
javanicus	HdrR	139_4	12	0.876375012614795	48.727146352744	0.554456077630235	0.464076908039346	0.644835247221124
javanicus	HdrR	139_4	13	0.808152122752518	26.0548617540224	0.444513393318854	0.347975504885237	0.541051281752472
javanicus	HdrR	139_4	14	0.87661417641582	42.876093254722	0.635528778661675	0.52224734679188	0.74881021053147
javanicus	HdrR	139_4	15	0.862911266201396	49.9260019597681	0.589672895605705	0.512690009531099	0.66665578168031
javanicus	HdrR	139_4	16	0.885962654771096	50.6223287288066	0.666680980804741	0.57034476309574	0.763017198513742
javanicus	HdrR	139_4	17	0.879261445852868	29.7738524188446	0.58443657635468	0.446752746848301	0.722120405861058
javanicus	HdrR	139_4	18	0.880529783514858	67.9929359780096	0.678088554030344	0.597543155210698	0.75863395284999
javanicus	HdrR	139_4	19	0.877048139209958	71.3941156123979	0.696694881096332	0.630577787627783	0.762811974564881
javanicus	HdrR	139_4	20	0.884294080922793	42.752119987333	0.581567216704465	0.473229540017926	0.689904893391005
javanicus	HdrR	139_4	21	0.929071048010239	110.675317395783	0.751015893625718	0.692695948736112	0.809335838515325
javanicus	HdrR	139_4	22	0.837705719406876	48.4225053280579	0.511652542372881	0.437646511912173	0.585658572833589
javanicus	HdrR	139_4	23	0.923515052888527	143.543364336735	0.770982270517586	0.733204444329577	0.808760096705596
javanicus	HdrR	139_4	24	0.873585234198154	38.0184508858386	0.629815913891963	0.511535138573128	0.748096689210797
javanicus	HdrR	4_1	all	0.890424143537589	252.251924402625	0.613768576186459	0.593344121218085	0.634193031154832
javanicus	HdrR	4_1	1	0.936139517121399	165.172105001934	0.816726868574604	0.780454447881505	0.852999289267703
javanicus	HdrR	4_1	2	0.896419988908744	75.4829877741405	0.682487571522371	0.626046630214527	0.738928512830215
javanicus	HdrR	4_1	3	0.850870355936607	50.1170655933519	0.437078008773603	0.373358822705891	0.500797194841315
javanicus	HdrR	4_1	4	0.924597435155723	91.1824016143658	0.680015394587587	0.599144435192229	0.760886353982945
javanicus	HdrR	4_1	5	0.865534185948127	42.442923150122	0.516492482225417	0.426984921433391	0.606000043017442
javanicus	HdrR	4_1	6	0.86631793083406	36.5072331975462	0.572893102950378	0.459440398077538	0.686345807823217
javanicus	HdrR	4_1	7	0.815432001263623	49.6160658312096	0.452898073801062	0.388590056114646	0.517206091487478
javanicus	HdrR	4_1	8	0.815499289199677	33.3748865607397	0.448005066497783	0.344679517981886	0.551330615013681
javanicus	HdrR	4_1	9	0.869107882453488	50.5191777532291	0.543287018005426	0.473519443729895	0.613054592280958
javanicus	HdrR	4_1	10	0.922557320901912	142.881528285527	0.751797515455726	0.695778055717999	0.807816975193453
javanicus	HdrR	4_1	11	0.806501826019278	38.9348747007391	0.410417684416219	0.354330949958565	0.466504418873873
javanicus	HdrR	4_1	12	0.880133860663219	53.3132800831897	0.576680183474041	0.486832610027375	0.666527756920707
javanicus	HdrR	4_1	13	0.809636166297013	25.5647773796059	0.395898617511521	0.329069294735392	0.46272794028765
javanicus	HdrR	4_1	14	0.889577915583117	47.857705997316	0.589501590668081	0.494768416512444	0.684234764823717
javanicus	HdrR	4_1	15	0.86280487804878	51.5790264229295	0.57323064666047	0.489452157799515	0.657009135521425
javanicus	HdrR	4_1	16	0.892439550459757	50.5453710566753	0.577843101230939	0.489521890510759	0.666164311951119
javanicus	HdrR	4_1	17	0.88186576177604	31.6738336122444	0.569645642968576	0.427994623823827	0.711296662113324
javanicus	HdrR	4_1	18	0.877705443266642	70.145088697541	0.586638735825857	0.521489259960522	0.651788211691193
javanicus	HdrR	4_1	19	0.876717032967033	76.6983415128178	0.584697264507268	0.533356484487274	0.636038044527261
javanicus	HdrR	4_1	20	0.883720930232558	43.4797362431288	0.63554642352639	0.519815883575138	0.751276963477643
javanicus	HdrR	4_1	21	0.928663783494583	113.939988740844	0.735801945681106	0.680794260354097	0.790809631008115
javanicus	HdrR	4_1	22	0.829684233689075	44.318626167376	0.469280719280719	0.40814218990631	0.530419248655129
javanicus	HdrR	4_1	23	0.925658035523218	145.50184963067	0.773055476122391	0.733986236789275	0.812124715455506
javanicus	HdrR	4_1	24	0.87744704609694	39.3074587053791	0.595575347008385	0.489323373434854	0.701827320581917
javanicus	HdrR	4_2	all	0.889885652336346	250.846216370517	0.630640637763346	0.609965904077248	0.651315371449445
javanicus	HdrR	4_2	1	0.937838868180278	170.798021399444	0.806992956080159	0.766049589443659	0.847936322716658
javanicus	HdrR	4_2	2	0.893834367019336	75.2939938124236	0.706761497428997	0.658441160428759	0.755081834429235
javanicus	HdrR	4_2	3	0.84592815497461	52.4533093595597	0.550882683749817	0.447699995248285	0.654065372251349
javanicus	HdrR	4_2	4	0.920512217720189	94.5290778483725	0.681054959456139	0.598118310792354	0.763991608119924
javanicus	HdrR	4_2	5	0.875640040962622	44.7254315659992	0.505506689334023	0.428157932595672	0.582855446072374
javanicus	HdrR	4_2	6	0.860427591770875	35.2264163604246	0.502743484224966	0.39224300994771	0.613243958502222
javanicus	HdrR	4_2	7	0.817994123719527	50.3956981170307	0.409365558912387	0.357054567078847	0.461676550745926
javanicus	HdrR	4_2	8	0.815915261366678	31.8258631970431	0.475927000133863	0.369257546588593	0.582596453679133
javanicus	HdrR	4_2	9	0.874001249465689	51.8565771527881	0.650693321573815	0.568163740011905	0.733222903135726
javanicus	HdrR	4_2	10	0.921435811818019	136.029469140592	0.756488863640816	0.695942221451243	0.817035505830389
javanicus	HdrR	4_2	11	0.797307901249472	36.107747830159	0.435055496828753	0.370274110311856	0.499836883345649
javanicus	HdrR	4_2	12	0.876363265722149	47.5895290980917	0.586143344709898	0.470813220113614	0.701473469306181
javanicus	HdrR	4_2	13	0.811191437423716	26.0571096598595	0.486769507938295	0.388316593292429	0.585222422584161
javanicus	HdrR	4_2	14	0.888330140485313	46.0738996218397	0.585445367546535	0.4921217051422	0.67876902995087
javanicus	HdrR	4_2	15	0.862174348697395	50.0787590877302	0.574420618007459	0.477874233178295	0.670967002836623
javanicus	HdrR	4_2	16	0.893185898714697	50.4310012519979	0.655511399288852	0.566212417973985	0.744810380603719
javanicus	HdrR	4_2	17	0.879059607978387	29.4059035638665	0.628500823723229	0.481840750278014	0.775160897168444
javanicus	HdrR	4_2	18	0.881339456306774	66.8977181024402	0.642289890377588	0.549154495191919	0.735425285563258
javanicus	HdrR	4_2	19	0.874741379310345	77.5709197071265	0.560727513958759	0.507271604304076	0.614183423613443
javanicus	HdrR	4_2	20	0.882837938760269	41.8150766144742	0.578592960889481	0.468301948967077	0.688883972811884
javanicus	HdrR	4_2	21	0.928035490978384	108.331890007356	0.779883965189557	0.730978627927635	0.828789302451478
javanicus	HdrR	4_2	22	0.829864752967154	42.7724252577386	0.455857385398981	0.388098375116376	0.523616395681587
javanicus	HdrR	4_2	23	0.925122942056874	153.133100315806	0.777590110324505	0.737758005329639	0.817422215319371
javanicus	HdrR	4_2	24	0.873834377174669	37.7366424043631	0.620401503164557	0.526111163901666	0.714691842427448
javanicus	HdrR	69_1	all	0.890850986685211	255.146114405553	0.603248443163863	0.583180391384403	0.623316494943323
javanicus	HdrR	69_1	1	0.937658803142575	178.143057350948	0.75526920045238	0.715058125985471	0.795480274919289
javanicus	HdrR	69_1	2	0.894772097555035	77.1168467828297	0.689488503050211	0.634174069568207	0.744802936532215
javanicus	HdrR	69_1	3	0.850003707273671	51.9715205652485	0.437581125448576	0.375501424920187	0.499660825976965
javanicus	HdrR	69_1	4	0.920918473079952	93.4320822864036	0.700289818548387	0.618922086709792	0.781657550386983
javanicus	HdrR	69_1	5	0.873093037387661	46.4557004607066	0.521606235433462	0.436700650164575	0.606511820702349
javanicus	HdrR	69_1	6	0.861761830623846	34.975912012248	0.513393434844498	0.399926158510209	0.626860711178787
javanicus	HdrR	69_1	7	0.810530498708524	50.487720141464	0.408029430582214	0.354077007215607	0.46198185394882
javanicus	HdrR	69_1	8	0.824370006146282	32.4247215380177	0.454699550809391	0.350284014391616	0.559115087227166
javanicus	HdrR	69_1	9	0.875077994154543	53.2765584254214	0.583929506194381	0.483854232698127	0.684004779690636
javanicus	HdrR	69_1	10	0.922453911399825	145.939860350489	0.712490064511359	0.663178084267065	0.761802044755652
javanicus	HdrR	69_1	11	0.81685332694496	40.7704703694947	0.406290956749672	0.349511312916952	0.463070600582393
javanicus	HdrR	69_1	12	0.880520806739852	51.6988021203607	0.545201668984701	0.459260060744656	0.631143277224747
javanicus	HdrR	69_1	13	0.812736502076604	26.2765199758898	0.416450134643549	0.339776935467505	0.493123333819593
javanicus	HdrR	69_1	14	0.888226882745472	45.3007358264333	0.587947368421053	0.494153564157418	0.681741172684687
javanicus	HdrR	69_1	15	0.86249626754255	52.306543463291	0.547279567512883	0.453592577583542	0.640966557442224
javanicus	HdrR	69_1	16	0.888634673683006	48.9450968654513	0.572386602306644	0.480877613377483	0.663895591235804
javanicus	HdrR	69_1	17	0.880171019181881	29.7394556196531	0.56392981417043	0.426116629204177	0.701742999136683
javanicus	HdrR	69_1	18	0.876753540884968	74.1236625377926	0.649007288263383	0.569993538538865	0.7280210379879
javanicus	HdrR	69_1	19	0.880871341048332	72.3864640379953	0.588472688000909	0.528576526648563	0.648368849353256
javanicus	HdrR	69_1	20	0.882878617506066	42.8145477734525	0.58167284070969	0.474982940228552	0.688362741190828
javanicus	HdrR	69_1	21	0.931250092167937	107.950366079432	0.749756618781907	0.690103728243505	0.809409509320308
javanicus	HdrR	69_1	22	0.834759387432558	44.9812839891625	0.425356964275793	0.364030155553433	0.486683772998153
javanicus	HdrR	69_1	23	0.924692655924821	146.224073507456	0.76744517231558	0.727412722891222	0.807477621739937
